percent,percentPotential,currency,buySymbol,buyPrice,buyPricePotential,sellSymbol,sellPrice,sellPricePotential,buy_ExtraPercent,sell_ExtraPercent,endTimeOrder,
-0.2439238558034019187974669300%,-0.2439238558034019187974669300%,dock,buy-dock_eth,0.0000023457217750,0.0000023457217750,sell-dock_btc,0.00000234,0.00000234,100.00%,0.00%,30/12/2018 23:42:32,
-0.4887325864588407208962493900%,-0.4887325864588407208962493900%,edo,buy-edo_btc,0.00020530,0.00020530,sell-edo_eth,0.0002042966320000,0.0002042966320000,100.00%,0.00%,30/12/2018 23:42:32,
-0.488403094185651139068344100%,-0.488403094185651139068344100%,elf,buy-elf_btc,0.00002941,0.00002941,sell-elf_eth,0.0000292663606500,0.0000292663606500,100.00%,0.00%,30/12/2018 23:42:32,
-0.764822758757609616195113100%,-0.764822758757609616195113100%,eng,buy-eng_eth,0.0000825614487500,0.0000825614487500,sell-eng_btc,0.00008193,0.00008193,100.00%,0.00%,30/12/2018 23:42:32,
-0.2509949703242455339817630100%,-0.2509949703242455339817630100%,enj,buy-enj_eth,0.0000105765466000,0.0000105765466000,sell-enj_btc,0.00001055,0.00001055,100.00%,0.00%,30/12/2018 23:42:32,
-0.0340888540065787135649962800%,-0.0340888540065787135649962800%,eos,buy-eos_eth,0.0006899351910000,0.0006899351910000,sell-eos_btc,0.00068970,0.00068970,100.00%,0.00%,30/12/2018 23:42:32,
-0.1797964126204895155136929900%,-0.1797964126204895155136929900%,etc,buy-etc_bnb,0.0013744712500000,0.0013744712500000,sell-etc_btc,0.00137200,0.00137200,100.00%,0.00%,30/12/2018 23:42:32,
-0.0127244844421773664650422800%,-0.0127244844421773664650422800%,eth,buy-eth_usdt,0.0361706025226906415847273176,0.0361706025226906415847273176,sell-eth_btc,0.03616600,0.03616600,100.00%,0.00%,30/12/2018 23:42:32,
-0.2154781373730418316405577600%,-0.2154781373730418316405577600%,evx,buy-evx_btc,0.00005809,0.00005809,sell-evx_eth,0.0000579648287500,0.0000579648287500,100.00%,0.00%,30/12/2018 23:42:32,
-0.4136848780487804878048780500%,-0.4136848780487804878048780500%,fuel,buy-fuel_btc,0.00000205,0.00000205,sell-fuel_eth,0.0000020415194600,0.0000020415194600,100.00%,0.00%,30/12/2018 23:42:32,
-0.306269298245614035087719300%,-0.306269298245614035087719300%,fun,buy-fun_btc,0.00000114,0.00000114,sell-fun_eth,0.0000011365085300,0.0000011365085300,100.00%,0.00%,30/12/2018 23:42:32,
-0.2376231607629427792915531300%,-0.2376231607629427792915531300%,gnt,buy-gnt_btc,0.00001835,0.00001835,sell-gnt_eth,0.0000183063961500,0.0000183063961500,100.00%,0.00%,30/12/2018 23:42:32,
-0.2599336950203663674279973700%,-0.2599336950203663674279973700%,go,buy-go_bnb,0.0000061359494000,0.0000061359494000,sell-go_btc,0.00000612,0.00000612,100.00%,0.00%,30/12/2018 23:42:32,
-0.1378072470817120622568093400%,-0.1378072470817120622568093400%,grs,buy-grs_btc,0.00006168,0.00006168,sell-grs_eth,0.0000615950004900,0.0000615950004900,100.00%,0.00%,30/12/2018 23:42:32,
-0.106744018404907975460122700%,-0.106744018404907975460122700%,gto,buy-gto_btc,0.00000652,0.00000652,sell-gto_eth,0.0000065130402900,0.0000065130402900,100.00%,0.00%,30/12/2018 23:42:32,
-0.2788555141513619022269541300%,-0.2788555141513619022269541300%,gvt,buy-gvt_btc,0.00112710,0.00112710,sell-gvt_eth,0.0011239570195000,0.0011239570195000,100.00%,0.00%,30/12/2018 23:42:32,
-0.2504310221586847748391708400%,-0.2504310221586847748391708400%,gxs,buy-gxs_btc,0.00013990,0.00013990,sell-gxs_eth,0.0001395496470000,0.0001395496470000,100.00%,0.00%,30/12/2018 23:42:32,
-0.5062249515116062051717746900%,-0.5062249515116062051717746900%,hc,buy-hc_eth,0.0002243356430000,0.0002243356430000,sell-hc_btc,0.00022320,0.00022320,100.00%,0.00%,30/12/2018 23:42:32,
-1.8482546206774482541953532200%,-1.8482546206774482541953532200%,hot,buy-hot_eth,0.0000001222596700,0.0000001222596700,sell-hot_btc,0.00000012,0.00000012,100.00%,0.00%,30/12/2018 23:42:32,
-0.0398572419967172790729559700%,-0.0398572419967172790729559700%,icx,buy-icx_btc,0.00006360,0.00006360,sell-icx_usdt,0.0000635746507940900878105096,0.0000635746507940900878105096,100.00%,0.00%,30/12/2018 23:42:32,
-0.5232545041303249618716823900%,-0.5232545041303249618716823900%,ins,buy-ins_eth,0.0000732834590000,0.0000732834590000,sell-ins_btc,0.00007290,0.00007290,100.00%,0.00%,30/12/2018 23:42:32,
-0.3684329931972789115646258500%,-0.3684329931972789115646258500%,iost,buy-iost_btc,0.00000147,0.00000147,sell-iost_eth,0.0000014645840350,0.0000014645840350,100.00%,0.00%,30/12/2018 23:42:32,
-0.0431189727802981205443940400%,-0.0431189727802981205443940400%,iota,buy-iota_btc,0.00009258,0.00009258,sell-iota_eth,0.0000925400804550,0.0000925400804550,100.00%,0.00%,30/12/2018 23:42:32,
-0.3044561904761904761904761900%,-0.3044561904761904761904761900%,iotx,buy-iotx_btc,0.00000210,0.00000210,sell-iotx_eth,0.0000020936064200,0.0000020936064200,100.00%,0.00%,30/12/2018 23:42:32,
-1.2127006756756756756756756800%,-1.2127006756756756756756756800%,key,buy-key_btc,0.00000074,0.00000074,sell-key_eth,0.0000007310260150,0.0000007310260150,100.00%,0.00%,30/12/2018 23:42:32,
-0.5903465068966396955776035500%,-0.5903465068966396955776035500%,kmd,buy-kmd_eth,0.0002237207275000,0.0002237207275000,sell-kmd_btc,0.00022240,0.00022240,100.00%,0.00%,30/12/2018 23:42:32,
-0.1811527545909849749582637700%,-0.1811527545909849749582637700%,knc,buy-knc_btc,0.00004193,0.00004193,sell-knc_eth,0.0000418540426500,0.0000418540426500,100.00%,0.00%,30/12/2018 23:42:32,
-0.9721537229544045534561243500%,-0.9721537229544045534561243500%,lend,buy-lend_eth,0.0000020802229650,0.0000020802229650,sell-lend_btc,0.00000206,0.00000206,100.00%,0.00%,30/12/2018 23:42:32,
-0.1477407495478897337846848300%,-0.1477407495478897337846848300%,link,buy-link_eth,0.0000782255710450,0.0000782255710450,sell-link_btc,0.00007811,0.00007811,100.00%,0.00%,30/12/2018 23:42:32,
-0.1547799913569576490924805500%,-0.1547799913569576490924805500%,loom,buy-loom_btc,0.00001157,0.00001157,sell-loom_eth,0.0000115520919550,0.0000115520919550,100.00%,0.00%,30/12/2018 23:42:32,
-0.2724285848172446110590440500%,-0.2724285848172446110590440500%,lrc,buy-lrc_btc,0.00001067,0.00001067,sell-lrc_eth,0.0000106409318700,0.0000106409318700,100.00%,0.00%,30/12/2018 23:42:32,
-0.37523103516715241669593900%,-0.37523103516715241669593900%,lsk,buy-lsk_eth,0.0003720962205000,0.0003720962205000,sell-lsk_btc,0.00037070,0.00037070,100.00%,0.00%,30/12/2018 23:42:32,
-0.0519838045267680233295594800%,-0.0519838045267680233295594800%,ltc,buy-ltc_bnb,0.0082700580000000,0.0082700580000000,sell-ltc_usdt,0.0082657589092150296589451919,0.0082657589092150296589451919,100.00%,0.00%,30/12/2018 23:42:32,
-0.6458066435770761976131051400%,-0.6458066435770761976131051400%,lun,buy-lun_eth,0.0004217235185000,0.0004217235185000,sell-lun_btc,0.00041900,0.00041900,100.00%,0.00%,30/12/2018 23:42:32,
-0.1590695318805488297013720700%,-0.1590695318805488297013720700%,mana,buy-mana_btc,0.00001239,0.00001239,sell-mana_eth,0.0000123702912850,0.0000123702912850,100.00%,0.00%,30/12/2018 23:42:32,
-0.1660526557990905010897037200%,-0.1660526557990905010897037200%,mco,buy-mco_eth,0.0006180262490000,0.0006180262490000,sell-mco_btc,0.00061700,0.00061700,100.00%,0.00%,30/12/2018 23:42:32,
-0.0946412224659101745017640900%,-0.0946412224659101745017640900%,mda,buy-mda_btc,0.00020974,0.00020974,sell-mda_eth,0.0002095414995000,0.0002095414995000,100.00%,0.00%,30/12/2018 23:42:32,
-0.9884757658043127233987698800%,-0.9884757658043127233987698800%,mft,buy-mft_eth,0.0000007776872500,0.0000007776872500,sell-mft_btc,0.00000077,0.00000077,100.00%,0.00%,30/12/2018 23:42:32,
-0.5030612184999735848835093400%,-0.5030612184999735848835093400%,mith,buy-mith_bnb,0.0000170357000000,0.0000170357000000,sell-mith_btc,0.00001695,0.00001695,100.00%,0.00%,30/12/2018 23:42:32,
-0.2531127395715896279594137500%,-0.2531127395715896279594137500%,mod,buy-mod_btc,0.00008870,0.00008870,sell-mod_eth,0.0000884754890000,0.0000884754890000,100.00%,0.00%,30/12/2018 23:42:32,
-0.1405316027088036117381489800%,-0.1405316027088036117381489800%,mth,buy-mth_btc,0.00000443,0.00000443,sell-mth_eth,0.0000044237744500,0.0000044237744500,100.00%,0.00%,30/12/2018 23:42:32,
-0.2526775914634146341463414600%,-0.2526775914634146341463414600%,mtl,buy-mtl_btc,0.00006560,0.00006560,sell-mtl_eth,0.0000654342435000,0.0000654342435000,100.00%,0.00%,30/12/2018 23:42:32,
-0.2386385317798647894024755800%,-0.2386385317798647894024755800%,nano,buy-nano_eth,0.0002479918040000,0.0002479918040000,sell-nano_btc,0.00024740,0.00024740,100.00%,0.00%,30/12/2018 23:42:32,
-0.8226412776995025022694776600%,-0.8226412776995025022694776600%,nas,buy-nas_eth,0.0001618312910000,0.0001618312910000,sell-nas_btc,0.00016050,0.00016050,100.00%,0.00%,30/12/2018 23:42:32,
-0.3352303678686847318388939300%,-0.3352303678686847318388939300%,nav,buy-nav_bnb,0.0000448503520000,0.0000448503520000,sell-nav_btc,0.00004470,0.00004470,100.00%,0.00%,30/12/2018 23:42:32,
-0.7010055138269540136770162700%,-0.7010055138269540136770162700%,ncash,buy-ncash_bnb,0.0000005048762000,0.0000005048762000,sell-ncash_eth,0.0000005013369900,0.0000005013369900,100.00%,0.00%,30/12/2018 23:42:32,
-0.3663163082437275985663082400%,-0.3663163082437275985663082400%,nebl,buy-nebl_btc,0.00033480,0.00033480,sell-nebl_eth,0.0003335735730000,0.0003335735730000,100.00%,0.00%,30/12/2018 23:42:32,
-0.1133299915885415939930196700%,-0.1133299915885415939930196700%,neo,buy-neo_bnb,0.0020783554000000,0.0020783554000000,sell-neo_btc,0.00207600,0.00207600,100.00%,0.00%,30/12/2018 23:42:32,
-2.6151923076923076923076923100%,-2.6151923076923076923076923100%,npxs,buy-npxs_btc,0.00000013,0.00000013,sell-npxs_eth,0.0000001266002500,0.0000001266002500,0.00%,0.00%,30/12/2018 23:42:32,
-0.2435665676958413926498973300%,-0.2435665676958413926498973300%,nuls,buy-nuls_usdt,0.0001090152386751063860631292,0.0001090152386751063860631292,sell-nuls_bnb,0.0001087497140000,0.0001087497140000,100.00%,0.00%,30/12/2018 23:42:32,
-0.1824726775956284153005464500%,-0.1824726775956284153005464500%,nxs,buy-nxs_btc,0.00009150,0.00009150,sell-nxs_eth,0.0000913330375000,0.0000913330375000,100.00%,0.00%,30/12/2018 23:42:32,
-0.1822176344086021505376344100%,-0.1822176344086021505376344100%,oax,buy-oax_btc,0.00002325,0.00002325,sell-oax_eth,0.0000232076344000,0.0000232076344000,100.00%,0.00%,30/12/2018 23:42:32,
-0.2222322142356586187259536900%,-0.2222322142356586187259536900%,omg,buy-omg_eth,0.0003668151815000,0.0003668151815000,sell-omg_btc,0.00036600,0.00036600,100.00%,0.00%,30/12/2018 23:42:32,
-0.1795708239495901639343807500%,-0.1795708239495901639343807500%,ont,buy-ont_usdt,0.0001607816624560321457894313,0.0001607816624560321457894313,sell-ont_eth,0.0001604929455000,0.0001604929455000,100.00%,0.00%,30/12/2018 23:42:32,
-0.4246917629430305997073530900%,-0.4246917629430305997073530900%,ost,buy-ost_bnb,0.0000065076374000,0.0000065076374000,sell-ost_btc,0.00000648,0.00000648,100.00%,0.00%,30/12/2018 23:42:32,
-0.231191314553990610328638500%,-0.231191314553990610328638500%,phx,buy-phx_btc,0.00000213,0.00000213,sell-phx_eth,0.0000021250756250,0.0000021250756250,100.00%,0.00%,30/12/2018 23:42:32,
-0.0789707943953336984937919100%,-0.0789707943953336984937919100%,pivx,buy-pivx_eth,0.0002652094380000,0.0002652094380000,sell-pivx_btc,0.00026500,0.00026500,100.00%,0.00%,30/12/2018 23:42:32,
-0.0652628032345013477088948800%,-0.0652628032345013477088948800%,poa,buy-poa_btc,0.00000742,0.00000742,sell-poa_eth,0.0000074151575000,0.0000074151575000,100.00%,0.00%,30/12/2018 23:42:32,
-0.6471864963503649635036496400%,-0.6471864963503649635036496400%,poe,buy-poe_btc,0.00000137,0.00000137,sell-poe_eth,0.0000013611335450,0.0000013611335450,100.00%,0.00%,30/12/2018 23:42:32,
-0.3047161914726654459848286700%,-0.3047161914726654459848286700%,poly,buy-poly_btc,0.00003823,0.00003823,sell-poly_bnb,0.0000381135070000,0.0000381135070000,100.00%,0.00%,30/12/2018 23:42:32,
-0.8367918722713166280759687200%,-0.8367918722713166280759687200%,powr,buy-powr_bnb,0.0000210158590000,0.0000210158590000,sell-powr_btc,0.00002084,0.00002084,100.00%,0.00%,30/12/2018 23:42:32,
-0.5776427686973749380881624600%,-0.5776427686973749380881624600%,ppt,buy-ppt_btc,0.00040380,0.00040380,sell-ppt_eth,0.0004014674785000,0.0004014674785000,100.00%,0.00%,30/12/2018 23:42:32,
-0.3019593382240964501622529800%,-0.3019593382240964501622529800%,qkc,buy-qkc_eth,0.0000104314988850,0.0000104314988850,sell-qkc_btc,0.00001040,0.00001040,100.00%,0.00%,30/12/2018 23:42:32,
-0.4930557260312237680270339900%,-0.4930557260312237680270339900%,qlc,buy-qlc_eth,0.0000067633470700,0.0000067633470700,sell-qlc_btc,0.00000673,0.00000673,100.00%,0.00%,30/12/2018 23:42:32,
-0.0598405063291139240506329100%,-0.0598405063291139240506329100%,qsp,buy-qsp_btc,0.00000395,0.00000395,sell-qsp_bnb,0.0000039476363000,0.0000039476363000,100.00%,0.00%,30/12/2018 23:42:32,
-0.0804571666666666666666666700%,-0.0804571666666666666666666700%,qtum,buy-qtum_btc,0.00060000,0.00060000,sell-qtum_bnb,0.0005995172570000,0.0005995172570000,100.00%,0.00%,30/12/2018 23:42:32,
-0.52837500%,-0.52837500%,rcn,buy-rcn_btc,0.00000316,0.00000316,sell-rcn_eth,0.0000031433033500,0.0000031433033500,100.00%,0.00%,30/12/2018 23:42:32,
-0.1931521086597628695782680500%,-0.1931521086597628695782680500%,rdn,buy-rdn_btc,0.00006663,0.00006663,sell-rdn_eth,0.0000665013027500,0.0000665013027500,100.00%,0.00%,30/12/2018 23:42:32,
-0.3253069134767278689896205500%,-0.3253069134767278689896205500%,ren,buy-ren_bnb,0.0000054978850000,0.0000054978850000,sell-ren_btc,0.00000548,0.00000548,100.00%,0.00%,30/12/2018 23:42:32,
-0.2803370525337052533705253400%,-0.2803370525337052533705253400%,rep,buy-rep_btc,0.00215100,0.00215100,sell-rep_eth,0.0021449699500000,0.0021449699500000,100.00%,0.00%,30/12/2018 23:42:32,
-0.2510601666666666666666666700%,-0.2510601666666666666666666700%,req,buy-req_btc,0.00000600,0.00000600,sell-req_eth,0.0000059849363900,0.0000059849363900,100.00%,0.00%,30/12/2018 23:42:32,
-0.235617357001972386587771200%,-0.235617357001972386587771200%,rlc,buy-rlc_btc,0.00005070,0.00005070,sell-rlc_bnb,0.0000505805420000,0.0000505805420000,100.00%,0.00%,30/12/2018 23:42:32,
-0.3655042492917847025495750700%,-0.3655042492917847025495750700%,rvn,buy-rvn_btc,0.00000353,0.00000353,sell-rvn_bnb,0.0000035170977000,0.0000035170977000,100.00%,0.00%,30/12/2018 23:42:32,
-0.2979832802547770700636942700%,-0.2979832802547770700636942700%,salt,buy-salt_btc,0.00006280,0.00006280,sell-salt_eth,0.0000626128665000,0.0000626128665000,100.00%,0.00%,30/12/2018 23:42:32,
-0.7648472525706691609445604400%,-0.7648472525706691609445604400%,sc,buy-sc_eth,0.0000007154722700,0.0000007154722700,sell-sc_btc,0.00000071,0.00000071,100.00%,0.00%,30/12/2018 23:42:32,
-0.1558220973782771535580524300%,-0.1558220973782771535580524300%,sky,buy-sky_btc,0.00026700,0.00026700,sell-sky_eth,0.0002665839550000,0.0002665839550000,100.00%,0.00%,30/12/2018 23:42:32,
-0.5871318628178302478895805800%,-0.5871318628178302478895805800%,sngls,buy-sngls_eth,0.0000027964186650,0.0000027964186650,sell-sngls_btc,0.00000278,0.00000278,100.00%,0.00%,30/12/2018 23:42:32,
-0.0865407166123778501628664500%,-0.0865407166123778501628664500%,snm,buy-snm_btc,0.00000614,0.00000614,sell-snm_eth,0.0000061346864000,0.0000061346864000,100.00%,0.00%,30/12/2018 23:42:32,
-0.1480309012875536480686695300%,-0.1480309012875536480686695300%,snt,buy-snt_btc,0.00000466,0.00000466,sell-snt_eth,0.0000046531017600,0.0000046531017600,100.00%,0.00%,30/12/2018 23:42:32,
-0.6469181537951149385565984300%,-0.6469181537951149385565984300%,steem,buy-steem_eth,0.0000717642560000,0.0000717642560000,sell-steem_btc,0.00007130,0.00007130,100.00%,0.00%,30/12/2018 23:42:32,
-0.8520817408187064558067386600%,-0.8520817408187064558067386600%,storj,buy-storj_eth,0.0000388409567000,0.0000388409567000,sell-storj_btc,0.00003851,0.00003851,100.00%,0.00%,30/12/2018 23:42:32,
-0.8156257523966554376144535900%,-0.8156257523966554376144535900%,storm,buy-storm_eth,0.0000007964964300,0.0000007964964300,sell-storm_btc,0.00000079,0.00000079,100.00%,0.00%,30/12/2018 23:42:32,
-0.2105742811501597444089456900%,-0.2105742811501597444089456900%,strat,buy-strat_btc,0.00031300,0.00031300,sell-strat_eth,0.0003123409025000,0.0003123409025000,100.00%,0.00%,30/12/2018 23:42:32,
-0.5150561578884138824676463300%,-0.5150561578884138824676463300%,sub,buy-sub_eth,0.0000137809797850,0.0000137809797850,sell-sub_btc,0.00001371,0.00001371,100.00%,0.00%,30/12/2018 23:42:32,
-0.1489343032159264931087289400%,-0.1489343032159264931087289400%,sys,buy-sys_btc,0.00001306,0.00001306,sell-sys_eth,0.0000130405491800,0.0000130405491800,100.00%,0.00%,30/12/2018 23:42:32,
-0.1868174922600619195046439600%,-0.1868174922600619195046439600%,theta,buy-theta_btc,0.00001292,0.00001292,sell-theta_eth,0.0000128958631800,0.0000128958631800,100.00%,0.00%,30/12/2018 23:42:32,
-0.1838845238095238095238095200%,-0.1838845238095238095238095200%,tnb,buy-tnb_btc,0.00000084,0.00000084,sell-tnb_eth,0.0000008384553700,0.0000008384553700,100.00%,0.00%,30/12/2018 23:42:32,
-0.5966231132075471698113207500%,-0.5966231132075471698113207500%,tnt,buy-tnt_btc,0.00000318,0.00000318,sell-tnt_eth,0.0000031610273850,0.0000031610273850,100.00%,0.00%,30/12/2018 23:42:32,
-0.0861190227478468788507751900%,-0.0861190227478468788507751900%,trx,buy-trx_btc,0.00000516,0.00000516,sell-trx_usdt,0.0000051555562584262111010513,0.0000051555562584262111010513,100.00%,0.00%,30/12/2018 23:42:32,
-0.028700755782884189632796400%,-0.028700755782884189632796400%,tusd,buy-tusd_btc,0.00026198,0.00026198,sell-tusd_eth,0.0002619048097600,0.0002619048097600,100.00%,0.00%,30/12/2018 23:42:32,
-0.6694678284697914169282838900%,-0.6694678284697914169282838900%,vet,buy-vet_usdt,0.0000010993775641050984919471,0.0000010993775641050984919471,sell-vet_eth,0.0000010920175850,0.0000010920175850,100.00%,0.00%,30/12/2018 23:42:32,
-0.2768802902055622732769044700%,-0.2768802902055622732769044700%,via,buy-via_btc,0.00008270,0.00008270,sell-via_eth,0.0000824710200000,0.0000824710200000,100.00%,0.00%,30/12/2018 23:42:32,
-0.3444041471048513302034428800%,-0.3444041471048513302034428800%,vib,buy-vib_btc,0.00000639,0.00000639,sell-vib_eth,0.0000063679925750,0.0000063679925750,100.00%,0.00%,30/12/2018 23:42:32,
-0.7915970747278035583673127600%,-0.7915970747278035583673127600%,vibe,buy-vibe_eth,0.0000075598435000,0.0000075598435000,sell-vibe_btc,0.00000750,0.00000750,100.00%,0.00%,30/12/2018 23:42:32,
